alignment	model
OG0000000_disco_tree6_aligned_trim.faa	HIVb
OG0000000_disco_tree7_aligned_trim.faa	HIVb
OG0000000_disco_tree8_aligned_trim.faa	HIVb
OG0000000_disco_tree9_aligned_trim.faa	HIVb
OG0000001_disco_tree1_aligned_trim.faa	JTT
OG0000001_disco_tree2_aligned_trim.faa	JTT
OG0000001_disco_tree3_aligned_trim.faa	JTT
OG0000002_disco_tree10_aligned_trim.faa	JTT
OG0000002_disco_tree11_aligned_trim.faa	HIVb
OG0000002_disco_tree12_aligned_trim.faa	HIVw
OG0000002_disco_tree13_aligned_trim.faa	JTT
OG0000002_disco_tree1_aligned_trim.faa	HIVw
OG0000002_disco_tree2_aligned_trim.faa	JTT
OG0000002_disco_tree3_aligned_trim.faa	HIVb
OG0000002_disco_tree4_aligned_trim.faa	HIVb
OG0000002_disco_tree5_aligned_trim.faa	JTT
OG0000002_disco_tree6_aligned_trim.faa	JTTDCMut
OG0000002_disco_tree7_aligned_trim.faa	JTT
OG0000002_disco_tree8_aligned_trim.faa	JTT
OG0000002_disco_tree9_aligned_trim.faa	HIVb
OG0000003_disco_tree10_aligned_trim.faa	HIVw
OG0000003_disco_tree11_aligned_trim.faa	JTT
OG0000003_disco_tree12_aligned_trim.faa	JTT
OG0000003_disco_tree13_aligned_trim.faa	JTT
OG0000003_disco_tree1_aligned_trim.faa	JTT
OG0000003_disco_tree2_aligned_trim.faa	JTT
OG0000003_disco_tree3_aligned_trim.faa	JTT
OG0000003_disco_tree4_aligned_trim.faa	JTT
OG0000003_disco_tree5_aligned_trim.faa	FLU
OG0000003_disco_tree6_aligned_trim.faa	FLU
OG0000003_disco_tree7_aligned_trim.faa	JTT
OG0000003_disco_tree8_aligned_trim.faa	FLU
OG0000003_disco_tree9_aligned_trim.faa	HIVb
OG0000004_disco_tree10_aligned_trim.faa	JTT
OG0000004_disco_tree11_aligned_trim.faa	JTT
OG0000004_disco_tree12_aligned_trim.faa	JTT
OG0000004_disco_tree13_aligned_trim.faa	JTT
OG0000004_disco_tree14_aligned_trim.faa	JTT
OG0000004_disco_tree1_aligned_trim.faa	JTT
OG0000004_disco_tree2_aligned_trim.faa	JTT
OG0000004_disco_tree3_aligned_trim.faa	JTT
OG0000004_disco_tree4_aligned_trim.faa	JTT
OG0000004_disco_tree5_aligned_trim.faa	JTT
OG0000004_disco_tree6_aligned_trim.faa	HIVb
OG0000004_disco_tree7_aligned_trim.faa	HIVb
OG0000004_disco_tree8_aligned_trim.faa	JTT
OG0000004_disco_tree9_aligned_trim.faa	JTT
OG0000005_disco_tree3_aligned_trim.faa	JTT
OG0000005_disco_tree4_aligned_trim.faa	JTT
OG0000005_disco_tree5_aligned_trim.faa	Dayhoff
OG0000005_disco_tree6_aligned_trim.faa	LG
OG0000006_disco_tree1_aligned_trim.faa	JTT
OG0000007_disco_tree1_aligned_trim.faa	HIVb
OG0000007_disco_tree2_aligned_trim.faa	JTT
OG0000007_disco_tree3_aligned_trim.faa	JTT
OG0000007_disco_tree4_aligned_trim.faa	JTT
OG0000007_disco_tree5_aligned_trim.faa	JTT
OG0000008_disco_tree4_aligned_trim.faa	LG
OG0000009_disco_tree1_aligned_trim.faa	JTT
OG0000009_disco_tree2_aligned_trim.faa	JTT
OG0000009_disco_tree3_aligned_trim.faa	HIVb
OG0000009_disco_tree4_aligned_trim.faa	HIVw
OG0000009_disco_tree5_aligned_trim.faa	JTT
OG0000009_disco_tree6_aligned_trim.faa	HIVb
OG0000009_disco_tree7_aligned_trim.faa	JTT
OG0000009_disco_tree8_aligned_trim.faa	JTT
OG0000010_disco_tree1_aligned_trim.faa	JTT
OG0000010_disco_tree2_aligned_trim.faa	JTT
OG0000010_disco_tree3_aligned_trim.faa	JTT
OG0000010_disco_tree4_aligned_trim.faa	JTT
OG0000010_disco_tree5_aligned_trim.faa	JTT
OG0000011_disco_tree1_aligned_trim.faa	JTT
OG0000011_disco_tree2_aligned_trim.faa	HIVb
OG0000011_disco_tree3_aligned_trim.faa	JTT
OG0000011_disco_tree4_aligned_trim.faa	JTT
OG0000012_disco_tree1_aligned_trim.faa	JTT
OG0000012_disco_tree2_aligned_trim.faa	JTT
OG0000012_disco_tree3_aligned_trim.faa	JTT
OG0000012_disco_tree4_aligned_trim.faa	HIVb
OG0000012_disco_tree5_aligned_trim.faa	JTT
OG0000012_disco_tree6_aligned_trim.faa	JTT
OG0000013_disco_tree1_aligned_trim.faa	JTT
OG0000013_disco_tree2_aligned_trim.faa	JTT
OG0000013_disco_tree3_aligned_trim.faa	JTT
OG0000013_disco_tree4_aligned_trim.faa	JTT
OG0000013_disco_tree5_aligned_trim.faa	JTT
OG0000013_disco_tree6_aligned_trim.faa	JTT
OG0000013_disco_tree7_aligned_trim.faa	JTT
OG0000017_disco_tree1_aligned_trim.faa	JTT
OG0000017_disco_tree2_aligned_trim.faa	HIVb
OG0000017_disco_tree3_aligned_trim.faa	JTT
OG0000018_disco_tree1_aligned_trim.faa	HIVb
OG0000019_disco_tree10_aligned_trim.faa	JTT
OG0000019_disco_tree11_aligned_trim.faa	JTT
OG0000019_disco_tree12_aligned_trim.faa	JTT
OG0000019_disco_tree13_aligned_trim.faa	JTT
OG0000019_disco_tree14_aligned_trim.faa	JTT
OG0000019_disco_tree1_aligned_trim.faa	JTT
OG0000019_disco_tree2_aligned_trim.faa	JTT
OG0000019_disco_tree3_aligned_trim.faa	JTT
OG0000019_disco_tree4_aligned_trim.faa	JTT
OG0000019_disco_tree5_aligned_trim.faa	JTT
OG0000019_disco_tree6_aligned_trim.faa	JTT
OG0000019_disco_tree7_aligned_trim.faa	JTT
OG0000019_disco_tree8_aligned_trim.faa	JTT
OG0000019_disco_tree9_aligned_trim.faa	JTT
OG0000020_disco_tree1_aligned_trim.faa	JTT
OG0000021_disco_tree1_aligned_trim.faa	JTT
OG0000021_disco_tree2_aligned_trim.faa	JTT
OG0000021_disco_tree3_aligned_trim.faa	HIVb
OG0000021_disco_tree4_aligned_trim.faa	HIVb
OG0000022_disco_tree1_aligned_trim.faa	JTT
OG0000022_disco_tree2_aligned_trim.faa	JTT
OG0000022_disco_tree3_aligned_trim.faa	JTT
OG0000022_disco_tree4_aligned_trim.faa	JTT
OG0000022_disco_tree5_aligned_trim.faa	HIVb
OG0000022_disco_tree6_aligned_trim.faa	JTT
OG0000026_disco_tree1_aligned_trim.faa	JTT
OG0000026_disco_tree2_aligned_trim.faa	JTT
OG0000026_disco_tree3_aligned_trim.faa	JTT
OG0000026_disco_tree4_aligned_trim.faa	JTT
OG0000026_disco_tree5_aligned_trim.faa	HIVb
OG0000026_disco_tree6_aligned_trim.faa	JTT
OG0000027_disco_tree1_aligned_trim.faa	JTT
OG0000027_disco_tree2_aligned_trim.faa	JTT
OG0000027_disco_tree3_aligned_trim.faa	JTT
OG0000028_disco_tree1_aligned_trim.faa	JTT
OG0000028_disco_tree2_aligned_trim.faa	JTT
OG0000028_disco_tree3_aligned_trim.faa	JTT
OG0000028_disco_tree4_aligned_trim.faa	JTT
OG0000028_disco_tree5_aligned_trim.faa	JTT
OG0000028_disco_tree6_aligned_trim.faa	FLU
OG0000029_disco_tree2_aligned_trim.faa	JTT
OG0000030_disco_tree3_aligned_trim.faa	HIVb
OG0000031_disco_tree1_aligned_trim.faa	JTT
OG0000031_disco_tree2_aligned_trim.faa	JTTDCMut
OG0000031_disco_tree3_aligned_trim.faa	JTT
OG0000031_disco_tree4_aligned_trim.faa	WAG
OG0000031_disco_tree5_aligned_trim.faa	JTT
OG0000032_disco_tree1_aligned_trim.faa	FLU
OG0000033_disco_tree10_aligned_trim.faa	JTT
OG0000033_disco_tree1_aligned_trim.faa	JTT
OG0000033_disco_tree2_aligned_trim.faa	mtZOA
OG0000033_disco_tree3_aligned_trim.faa	mtZOA
OG0000033_disco_tree4_aligned_trim.faa	JTT
OG0000033_disco_tree5_aligned_trim.faa	JTT
OG0000033_disco_tree6_aligned_trim.faa	JTT
OG0000033_disco_tree7_aligned_trim.faa	JTT
OG0000033_disco_tree8_aligned_trim.faa	JTT
OG0000033_disco_tree9_aligned_trim.faa	JTT
OG0000034_disco_tree1_aligned_trim.faa	JTT
OG0000034_disco_tree2_aligned_trim.faa	JTT
OG0000034_disco_tree3_aligned_trim.faa	JTT
OG0000034_disco_tree4_aligned_trim.faa	JTT
OG0000034_disco_tree5_aligned_trim.faa	JTT
OG0000034_disco_tree6_aligned_trim.faa	JTT
OG0000035_disco_tree1_aligned_trim.faa	JTT
OG0000035_disco_tree2_aligned_trim.faa	HIVw
OG0000035_disco_tree3_aligned_trim.faa	HIVb
OG0000035_disco_tree4_aligned_trim.faa	JTT
OG0000035_disco_tree5_aligned_trim.faa	JTT
OG0000035_disco_tree6_aligned_trim.faa	JTT
OG0000035_disco_tree7_aligned_trim.faa	HIVb
OG0000038_disco_tree1_aligned_trim.faa	JTT
OG0000038_disco_tree2_aligned_trim.faa	JTT
OG0000038_disco_tree3_aligned_trim.faa	JTT
OG0000038_disco_tree4_aligned_trim.faa	JTT
OG0000038_disco_tree5_aligned_trim.faa	JTT
OG0000038_disco_tree6_aligned_trim.faa	JTT
OG0000038_disco_tree7_aligned_trim.faa	JTT
OG0000038_disco_tree8_aligned_trim.faa	JTT
OG0000039_disco_tree1_aligned_trim.faa	HIVb
OG0000039_disco_tree2_aligned_trim.faa	JTT
OG0000040_disco_tree1_aligned_trim.faa	JTT
OG0000040_disco_tree2_aligned_trim.faa	JTT
OG0000041_disco_tree1_aligned_trim.faa	JTTDCMut
OG0000041_disco_tree2_aligned_trim.faa	VT
OG0000041_disco_tree3_aligned_trim.faa	JTT
OG0000041_disco_tree4_aligned_trim.faa	JTT
OG0000041_disco_tree5_aligned_trim.faa	JTTDCMut
OG0000041_disco_tree6_aligned_trim.faa	JTT
OG0000041_disco_tree7_aligned_trim.faa	JTT
OG0000042_disco_tree1_aligned_trim.faa	JTT
OG0000042_disco_tree2_aligned_trim.faa	JTT
OG0000042_disco_tree3_aligned_trim.faa	JTT
OG0000042_disco_tree4_aligned_trim.faa	JTT
OG0000042_disco_tree5_aligned_trim.faa	JTT
OG0000042_disco_tree6_aligned_trim.faa	JTT
OG0000042_disco_tree7_aligned_trim.faa	JTT
OG0000042_disco_tree8_aligned_trim.faa	JTT
OG0000043_disco_tree1_aligned_trim.faa	HIVb
OG0000043_disco_tree2_aligned_trim.faa	JTT
OG0000043_disco_tree3_aligned_trim.faa	JTT
OG0000043_disco_tree4_aligned_trim.faa	JTT
OG0000044_disco_tree1_aligned_trim.faa	JTT
OG0000044_disco_tree2_aligned_trim.faa	JTT
OG0000044_disco_tree3_aligned_trim.faa	JTT
OG0000044_disco_tree4_aligned_trim.faa	JTT
OG0000045_disco_tree1_aligned_trim.faa	HIVb
OG0000045_disco_tree2_aligned_trim.faa	HIVb
OG0000046_disco_tree2_aligned_trim.faa	FLU
OG0000047_disco_tree1_aligned_trim.faa	JTT
OG0000047_disco_tree2_aligned_trim.faa	JTT
OG0000047_disco_tree3_aligned_trim.faa	HIVb
OG0000050_disco_tree1_aligned_trim.faa	JTT
OG0000050_disco_tree2_aligned_trim.faa	HIVb
OG0000050_disco_tree3_aligned_trim.faa	JTT
OG0000053_disco_tree1_aligned_trim.faa	JTT
OG0000054_disco_tree1_aligned_trim.faa	JTT
OG0000054_disco_tree2_aligned_trim.faa	HIVb
OG0000055_disco_tree1_aligned_trim.faa	JTT
OG0000055_disco_tree2_aligned_trim.faa	JTT
OG0000055_disco_tree4_aligned_trim.faa	JTT
OG0000055_disco_tree5_aligned_trim.faa	JTT
OG0000056_disco_tree1_aligned_trim.faa	JTT
OG0000057_disco_tree1_aligned_trim.faa	HIVb
OG0000057_disco_tree2_aligned_trim.faa	JTT
OG0000057_disco_tree3_aligned_trim.faa	JTT
OG0000057_disco_tree4_aligned_trim.faa	JTT
OG0000057_disco_tree5_aligned_trim.faa	JTT
OG0000059_disco_tree1_aligned_trim.faa	JTT
OG0000059_disco_tree2_aligned_trim.faa	HIVb
OG0000061_disco_tree1_aligned_trim.faa	JTT
OG0000061_disco_tree5_aligned_trim.faa	HIVb
OG0000061_disco_tree6_aligned_trim.faa	HIVb
OG0000063_disco_tree1_aligned_trim.faa	JTT
OG0000064_disco_tree1_aligned_trim.faa	WAG
OG0000065_disco_tree1_aligned_trim.faa	JTT
OG0000065_disco_tree2_aligned_trim.faa	JTT
OG0000066_disco_tree1_aligned_trim.faa	HIVb
OG0000066_disco_tree2_aligned_trim.faa	JTT
OG0000067_disco_tree1_aligned_trim.faa	JTT
OG0000068_disco_tree1_aligned_trim.faa	JTT
OG0000068_disco_tree2_aligned_trim.faa	HIVb
OG0000069_disco_tree1_aligned_trim.faa	JTT
OG0000069_disco_tree2_aligned_trim.faa	JTT
OG0000069_disco_tree3_aligned_trim.faa	JTT
OG0000069_disco_tree4_aligned_trim.faa	JTT
OG0000069_disco_tree5_aligned_trim.faa	JTT
OG0000070_disco_tree1_aligned_trim.faa	JTT
OG0000072_disco_tree1_aligned_trim.faa	JTT
OG0000073_disco_tree1_aligned_trim.faa	JTT
OG0000073_disco_tree2_aligned_trim.faa	JTT
OG0000073_disco_tree3_aligned_trim.faa	HIVb
OG0000074_disco_tree1_aligned_trim.faa	HIVb
OG0000074_disco_tree2_aligned_trim.faa	HIVw
OG0000074_disco_tree3_aligned_trim.faa	JTT
OG0000074_disco_tree4_aligned_trim.faa	JTT
OG0000075_disco_tree1_aligned_trim.faa	HIVb
OG0000075_disco_tree2_aligned_trim.faa	JTT
OG0000075_disco_tree3_aligned_trim.faa	HIVb
OG0000075_disco_tree4_aligned_trim.faa	JTT
OG0000076_disco_tree1_aligned_trim.faa	HIVb
OG0000076_disco_tree2_aligned_trim.faa	HIVb
OG0000076_disco_tree3_aligned_trim.faa	HIVb
OG0000076_disco_tree4_aligned_trim.faa	JTTDCMut
OG0000076_disco_tree5_aligned_trim.faa	mtMAM
OG0000076_disco_tree6_aligned_trim.faa	mtMAM
OG0000078_disco_tree1_aligned_trim.faa	JTT
OG0000078_disco_tree2_aligned_trim.faa	JTT
OG0000079_disco_tree1_aligned_trim.faa	JTT
OG0000079_disco_tree2_aligned_trim.faa	JTT
OG0000079_disco_tree3_aligned_trim.faa	JTT
OG0000079_disco_tree4_aligned_trim.faa	JTT
OG0000080_disco_tree1_aligned_trim.faa	HIVb
OG0000080_disco_tree2_aligned_trim.faa	JTT
OG0000080_disco_tree3_aligned_trim.faa	JTTDCMut
OG0000080_disco_tree4_aligned_trim.faa	HIVb
OG0000081_disco_tree1_aligned_trim.faa	HIVb
OG0000081_disco_tree2_aligned_trim.faa	JTT
OG0000081_disco_tree3_aligned_trim.faa	JTT
OG0000081_disco_tree4_aligned_trim.faa	JTT
OG0000082_disco_tree1_aligned_trim.faa	LG
OG0000082_disco_tree2_aligned_trim.faa	LG
OG0000082_disco_tree3_aligned_trim.faa	JTTDCMut
OG0000083_disco_tree1_aligned_trim.faa	JTT
OG0000083_disco_tree2_aligned_trim.faa	JTT
OG0000083_disco_tree3_aligned_trim.faa	JTT
OG0000084_disco_tree1_aligned_trim.faa	JTT
OG0000084_disco_tree2_aligned_trim.faa	JTT
OG0000084_disco_tree3_aligned_trim.faa	JTT
OG0000085_disco_tree1_aligned_trim.faa	HIVw
OG0000086_disco_tree1_aligned_trim.faa	HIVb
OG0000086_disco_tree2_aligned_trim.faa	HIVb
OG0000086_disco_tree3_aligned_trim.faa	HIVb
OG0000086_disco_tree4_aligned_trim.faa	JTTDCMut
OG0000086_disco_tree5_aligned_trim.faa	HIVb
OG0000087_disco_tree1_aligned_trim.faa	JTT
OG0000087_disco_tree2_aligned_trim.faa	JTT
OG0000087_disco_tree3_aligned_trim.faa	JTT
OG0000087_disco_tree4_aligned_trim.faa	JTT
OG0000087_disco_tree5_aligned_trim.faa	JTT
OG0000088_disco_tree1_aligned_trim.faa	JTT
OG0000088_disco_tree2_aligned_trim.faa	JTT
OG0000088_disco_tree3_aligned_trim.faa	JTT
OG0000089_disco_tree1_aligned_trim.faa	JTT
OG0000090_disco_tree1_aligned_trim.faa	JTT
OG0000090_disco_tree2_aligned_trim.faa	JTT
OG0000090_disco_tree3_aligned_trim.faa	JTT
OG0000090_disco_tree4_aligned_trim.faa	JTT
OG0000092_disco_tree1_aligned_trim.faa	JTT
OG0000092_disco_tree2_aligned_trim.faa	JTT
OG0000092_disco_tree3_aligned_trim.faa	JTT
OG0000092_disco_tree4_aligned_trim.faa	JTT
OG0000092_disco_tree5_aligned_trim.faa	JTT
OG0000092_disco_tree6_aligned_trim.faa	JTT
OG0000093_disco_tree1_aligned_trim.faa	JTT
OG0000094_disco_tree1_aligned_trim.faa	JTT
OG0000094_disco_tree2_aligned_trim.faa	JTT
OG0000095_disco_tree1_aligned_trim.faa	JTTDCMut
OG0000095_disco_tree2_aligned_trim.faa	WAG
OG0000096_disco_tree1_aligned_trim.faa	HIVb
OG0000096_disco_tree2_aligned_trim.faa	JTT
OG0000097_disco_tree1_aligned_trim.faa	JTTDCMut
OG0000098_disco_tree1_aligned_trim.faa	JTTDCMut
OG0000098_disco_tree2_aligned_trim.faa	JTTDCMut
OG0000099_disco_tree1_aligned_trim.faa	JTT
OG0000099_disco_tree2_aligned_trim.faa	JTT
OG0000099_disco_tree3_aligned_trim.faa	JTT
OG0000100_disco_tree1_aligned_trim.faa	HIVb
OG0000103_disco_tree1_aligned_trim.faa	JTTDCMut
OG0000104_disco_tree1_aligned_trim.faa	HIVb
OG0000106_disco_tree1_aligned_trim.faa	VT
OG0000106_disco_tree2_aligned_trim.faa	rtREV
OG0000106_disco_tree3_aligned_trim.faa	VT
OG0000106_disco_tree4_aligned_trim.faa	JTTDCMut
OG0000107_disco_tree1_aligned_trim.faa	JTT
OG0000107_disco_tree2_aligned_trim.faa	JTTDCMut
OG0000107_disco_tree3_aligned_trim.faa	JTTDCMut
OG0000108_disco_tree1_aligned_trim.faa	JTT
OG0000109_disco_tree1_aligned_trim.faa	JTT
OG0000110_disco_tree1_aligned_trim.faa	JTT
OG0000110_disco_tree2_aligned_trim.faa	JTT
OG0000110_disco_tree3_aligned_trim.faa	JTT
OG0000110_disco_tree4_aligned_trim.faa	HIVb
OG0000110_disco_tree5_aligned_trim.faa	JTT
OG0000111_disco_tree1_aligned_trim.faa	JTT
OG0000112_disco_tree1_aligned_trim.faa	JTT
OG0000113_disco_tree1_aligned_trim.faa	HIVb
OG0000114_disco_tree1_aligned_trim.faa	JTT
OG0000115_disco_tree1_aligned_trim.faa	JTT
OG0000115_disco_tree2_aligned_trim.faa	JTT
OG0000115_disco_tree3_aligned_trim.faa	JTT
OG0000115_disco_tree4_aligned_trim.faa	JTT
OG0000116_disco_tree1_aligned_trim.faa	JTT
OG0000116_disco_tree2_aligned_trim.faa	HIVb
OG0000116_disco_tree3_aligned_trim.faa	JTT
OG0000116_disco_tree4_aligned_trim.faa	JTT
OG0000116_disco_tree5_aligned_trim.faa	JTT
OG0000117_disco_tree1_aligned_trim.faa	JTT
OG0000117_disco_tree2_aligned_trim.faa	HIVw
OG0000117_disco_tree3_aligned_trim.faa	JTT
OG0000118_disco_tree1_aligned_trim.faa	HIVb
OG0000118_disco_tree3_aligned_trim.faa	JTTDCMut
OG0000118_disco_tree4_aligned_trim.faa	FLU
OG0000120_disco_tree1_aligned_trim.faa	JTT
OG0000121_disco_tree2_aligned_trim.faa	JTT
OG0000123_disco_tree1_aligned_trim.faa	VT
OG0000125_disco_tree1_aligned_trim.faa	JTT
OG0000125_disco_tree2_aligned_trim.faa	JTT
OG0000125_disco_tree3_aligned_trim.faa	mtREV
OG0000125_disco_tree4_aligned_trim.faa	JTT
OG0000127_disco_tree1_aligned_trim.faa	JTT
OG0000127_disco_tree3_aligned_trim.faa	JTT
OG0000128_disco_tree1_aligned_trim.faa	HIVb
OG0000128_disco_tree2_aligned_trim.faa	HIVb
OG0000128_disco_tree3_aligned_trim.faa	HIVb
OG0000128_disco_tree4_aligned_trim.faa	JTT
OG0000128_disco_tree5_aligned_trim.faa	JTT
OG0000129_disco_tree1_aligned_trim.faa	JTT
OG0000129_disco_tree2_aligned_trim.faa	JTT
OG0000129_disco_tree3_aligned_trim.faa	JTT
OG0000131_disco_tree1_aligned_trim.faa	JTT
OG0000132_disco_tree1_aligned_trim.faa	HIVb
OG0000132_disco_tree2_aligned_trim.faa	HIVb
OG0000133_disco_tree1_aligned_trim.faa	HIVb
OG0000133_disco_tree2_aligned_trim.faa	JTT
OG0000134_disco_tree1_aligned_trim.faa	JTT
OG0000134_disco_tree2_aligned_trim.faa	JTT
OG0000134_disco_tree3_aligned_trim.faa	JTT
OG0000135_disco_tree1_aligned_trim.faa	HIVb
OG0000135_disco_tree2_aligned_trim.faa	HIVb
OG0000135_disco_tree3_aligned_trim.faa	HIVb
OG0000135_disco_tree4_aligned_trim.faa	JTT
OG0000135_disco_tree5_aligned_trim.faa	JTT
OG0000136_disco_tree1_aligned_trim.faa	HIVb
OG0000136_disco_tree2_aligned_trim.faa	JTT
OG0000137_disco_tree1_aligned_trim.faa	JTT
OG0000137_disco_tree2_aligned_trim.faa	JTT
OG0000137_disco_tree3_aligned_trim.faa	JTT
OG0000137_disco_tree4_aligned_trim.faa	JTT
OG0000137_disco_tree5_aligned_trim.faa	JTT
OG0000138_disco_tree1_aligned_trim.faa	JTT
OG0000138_disco_tree2_aligned_trim.faa	JTT
OG0000138_disco_tree3_aligned_trim.faa	JTT
OG0000138_disco_tree4_aligned_trim.faa	JTT
OG0000138_disco_tree5_aligned_trim.faa	JTT
OG0000139_disco_tree1_aligned_trim.faa	FLU
OG0000139_disco_tree2_aligned_trim.faa	JTT
OG0000139_disco_tree3_aligned_trim.faa	HIVw
OG0000139_disco_tree4_aligned_trim.faa	JTT
OG0000140_disco_tree1_aligned_trim.faa	HIVb
OG0000140_disco_tree2_aligned_trim.faa	HIVb
OG0000140_disco_tree3_aligned_trim.faa	JTT
OG0000140_disco_tree4_aligned_trim.faa	HIVb
OG0000140_disco_tree5_aligned_trim.faa	JTT
OG0000141_disco_tree1_aligned_trim.faa	HIVb
OG0000141_disco_tree2_aligned_trim.faa	JTT
OG0000141_disco_tree3_aligned_trim.faa	HIVw
OG0000141_disco_tree4_aligned_trim.faa	JTT
OG0000142_disco_tree1_aligned_trim.faa	JTT
OG0000142_disco_tree2_aligned_trim.faa	JTT
OG0000142_disco_tree3_aligned_trim.faa	HIVb
OG0000143_disco_tree1_aligned_trim.faa	JTT
OG0000143_disco_tree2_aligned_trim.faa	JTT
OG0000144_disco_tree1_aligned_trim.faa	JTT
OG0000144_disco_tree2_aligned_trim.faa	JTT
OG0000145_disco_tree1_aligned_trim.faa	JTT
OG0000145_disco_tree2_aligned_trim.faa	JTT
OG0000145_disco_tree3_aligned_trim.faa	JTT
OG0000147_disco_tree1_aligned_trim.faa	JTT
OG0000147_disco_tree2_aligned_trim.faa	JTT
